x,y
"101,2018,1996,28616,13028,9816,2000,3422,1999,3243,2070,2051,102,0,0",0
"101,2055,2028,1999,2093,18201,2015,1999,2317,1005,1055,23852,2135,7968,102",0
"101,2003,1037,3185,2008,17210,12832,102,0,0,0,0,0,0,0",1
"101,1037,4189,3745,102,0,0,0,0,0,0,0,0,0,0",1
"101,1037,2738,20857,102,0,0,0,0,0,0,0,0,0,0",0
"101,2502,2051,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,9467,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,25812,2143,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,4347,12687,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,8242,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,4875,2012,2107,1037,20322,6057,6393,2008,1996,2069,10973,2125,2008,102",1
"101,1997,16924,1010,2019,14427,3538,2725,2049,5156,5409,2000,8056,1011,102",0
"101,3904,1997,2023,2003,2200,2434,102,0,0,0,0,0,0,0",0
"101,2195,2335,2182,1998,7657,2129,2919,2019,3883,2016,2003,102,0,0",0
"101,17463,14122,10624,2271,1010,10975,9496,4765,2040,27584,4183,102,0,0",0
"101,2004,26316,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2515,1050,1005,1056,9462,1996,10722,12274,7096,1997,21696,4115,10576,102",0
"101,2000,2265,2008,2065,2017,2507,1037,12127,2019,14668,3815,1997,6887,102",0
"101,6919,2135,16299,102,0,0,0,0,0,0,0,0,0,0",1
"101,1010,5472,3917,2515,1050,1005,1056,3305,2008,1996,2801,1997,18077,102",0
"101,2020,6919,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,3174,2086,2044,2049,2034,2713,1010,1041,1012,1056,1012,3464,1996,102",1
"101,3084,1037,2488,2460,2466,102,0,0,0,0,0,0,0,0",0
"101,1011,1011,1998,23259,1011,1011,102,0,0,0,0,0,0,0",1
"101,4406,2216,1999,9587,18639,12801,1010,2024,15594,1998,3800,3993,2302,102",1
"101,1996,2143,2003,23105,1998,2097,2763,2022,1997,3037,3952,2000,2049,102",0
"101,1011,1011,1037,3442,3124,2038,2000,4377,2039,1999,8011,1011,1011,102",0
"101,1005,1055,2053,3114,2000,3335,4357,2007,1996,12025,102,0,0,0",1
"101,4569,1998,6057,1999,1996,2690,1010,102,0,0,0,0,0,0",1
"101,2202,2498,5667,1998,5959,1996,4536,1012,102,0,0,0,0,0",1
"101,2020,9770,2005,1996,8739,1997,3293,12411,5332,14680,102,0,0,0",0
"101,1996,2126,2027,2393,3623,2019,2779,3076,1005,1055,2969,1011,19593,102",1
"101,2017,2064,2425,2471,3202,2008,6160,2000,22180,3702,2003,1050,1005,102",0
"101,10634,1010,22185,1010,1998,29348,102,0,0,0,0,0,0,0",0
"101,7439,16595,2389,1998,21368,2319,8663,2024,2019,24256,16004,3232,1010,102",1
"101,2601,3182,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,1037,2200,2139,24128,3185,1997,2116,102,0,0,0,0,0,0",0
"101,2009,2003,2200,3697,2000,2729,2055,1996,2839,1010,1998,102,0,0",0
"101,2328,2006,1996,18458,2008,2690,1011,2465,6751,3774,1997,6071,4744,102",0
"101,2003,2008,2216,3625,2106,1050,1005,1056,3013,2037,6409,1011,1011,102",0
"101,2001,2008,3185,2498,2062,2084,1037,8915,23267,6912,1999,19817,21325,102",0
"101,4930,2033,2004,12890,1998,4895,5714,27484,2135,28554,2100,1998,102,0",0
"101,1037,20640,18753,19240,7476,3689,3775,9276,1997,4424,17418,2008,15970,102",1
"101,25664,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,2064,2017,2202,2077,27427,25538,16643,2239,4520,1999,102,0,0,0",0
"101,19275,1037,8552,5394,2040,2003,1037,6160,4335,2013,1996,5156,2048,102",1
"101,2061,2213,13129,28507,3372,6912,102,0,0,0,0,0,0,0",0
"101,2003,16036,2000,2022,1996,7398,2301,1005,1055,2047,1036,1036,16608,102",1
"101,2009,24814,2062,4382,1998,6805,2084,2115,2779,5675,2594,6298,17718,102",1
"101,2155,4569,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2317,15589,12243,2089,2681,2017,5291,2115,2159,1999,1996,2601,1010,102",1
"101,2024,11687,4667,14477,21010,26207,29223,2013,1996,9458,1011,14427,2377,102",0
"101,7534,2498,2569,1998,1010,2127,1996,2345,2552,1010,2498,2058,14626,102",0
"101,4599,2097,17319,5959,2009,102,0,0,0,0,0,0,0,0",1
"101,1005,1055,2036,1037,1011,1011,8108,1045,2360,2009,3807,1011,1011,102",1
"101,1997,12873,2098,1011,2091,6912,1999,22807,2008,3957,1996,1006,9458,102",0
"101,2000,27541,1011,1011,2004,2146,2004,2017,1005,2128,4147,1996,5399,102",1
"101,4068,2290,1998,4562,2102,1012,1012,1012,3613,2000,17894,102,0,0",1
"101,4880,2099,16959,2015,102,0,0,0,0,0,0,0,0,0",1
"101,1999,1037,2186,1997,21660,2135,11808,8146,102,0,0,0,0,0",0
"101,1037,4569,6172,3185,2005,4268,1006,1997,2035,5535,1007,2008,2066,102",1
"101,5323,2720,1012,2064,22513,2004,2605,1005,1055,16097,21014,4802,1997,102",1
"101,1037,12266,1998,6276,1010,4248,1998,6530,2298,2012,2715,2542,1998,102",1
"101,4218,1996,5220,1010,6057,3302,102,0,0,0,0,0,0,0",1
"101,5791,6057,4933,1010,102,0,0,0,0,0,0,0,0,0",1
"101,3149,2075,14986,6243,1005,1055,17109,2735,2004,1996,16360,16119,2388,102",0
"101,3809,20127,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1037,5848,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,24528,29201,2015,102,0,0,0,0,0,0,0,0,0,0",0
"101,5934,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,3904,1997,1996,5245,9961,1998,11703,20755,2140,3872,1997,2087,3824,102",1
"101,11025,1037,2261,11680,102,0,0,0,0,0,0,0,0,0",1
"101,1997,1037,5305,1998,4763,2450,102,0,0,0,0,0,0,0",1
"101,7578,1998,26137,2135,2396,24153,102,0,0,0,0,0,0,0",1
"101,1999,2010,27838,2389,2000,11025,1996,2895,1998,2256,6699,2046,1996,102",0
"101,2106,1045,3335,2242,102,0,0,0,0,0,0,0,0,0",0
"101,2738,23653,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,2065,2017,6807,15208,1006,1996,3899,2013,23365,1007,2009,2097,2191,102",0
"101,2003,4293,13842,2781,1997,5472,3917,2004,1996,2376,1011,2058,5394,102",0
"101,2070,4845,2040,6187,1050,1005,1056,2552,1010,2069,17659,1997,5207,102",0
"101,15138,2100,1998,25283,26147,9282,2166,102,0,0,0,0,0,0",1
"101,3635,3238,2008,1037,11519,4433,1999,1996,11448,2453,6271,2009,2125,102",0
"101,2007,1037,14101,7685,4166,2100,3556,102,0,0,0,0,0,0",1
"101,2200,5875,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,3835,2689,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1012,1012,1012,10225,9027,3248,1037,2267,4988,1010,2021,2016,3504,102",0
"101,25471,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,2104,12690,2011,2049,9596,3252,1998,1037,2345,2310,7999,102,0,0",0
"101,2004,2008,15792,102,0,0,0,0,0,0,0,0,0,0",1
"101,25986,1998,19633,102,0,0,0,0,0,0,0,0,0,0",0
"101,2003,1037,4945,1012,102,0,0,0,0,0,0,0,0,0",0
"101,9485,1011,5435,2007,6986,22628,1010,9062,6214,1998,3376,3340,102,0",1
"101,2003,18672,2063,2147,1998,21425,102,0,0,0,0,0,0,0",0
"101,2096,16021,5358,6200,2003,1999,2116,3971,1037,7511,1010,2130,21425,102",1
"101,3195,1998,6113,102,0,0,0,0,0,0,0,0,0,0",1
"101,1037,2852,14644,2100,1010,8562,3238,7815,3850,102,0,0,0,0",0
"101,3754,2000,2191,2049,3395,5875,2000,2216,2040,2024,1050,1005,1056,102",1
"101,21096,2015,28266,2013,3287,16115,2000,2931,2302,4394,1037,3786,102,0",1
"101,1037,6659,3997,102,0,0,0,0,0,0,0,0,0,0",1
"101,2031,2042,2023,5976,1010,1999,10288,24759,5555,3468,1998,16010,102,0",0
"101,19647,1998,2214,1011,13405,1999,1996,2190,2825,9456,1997,2119,2216,102",1
"101,1996,2168,4066,1997,2204,1011,3267,2094,4569,2179,1999,3152,2066,102",1
"101,9301,2008,2017,1005,2310,2985,1996,2627,2322,2781,2559,2012,2115,102",0
"101,9519,2025,2069,1997,2028,2158,1005,1055,8795,2000,2022,2343,1010,102",1
"101,1997,8680,4094,102,0,0,0,0,0,0,0,0,0,0",1
"101,1010,1996,2143,2003,2025,2069,1037,2293,2299,2000,1996,5691,2021,102",1
"101,2045,2003,2210,2842,2000,16755,1036,1036,2196,2153,1012,1005,1005,102",0
"101,2017,1005,2222,2293,2023,3185,1012,102,0,0,0,0,0,0",1
"101,11591,6569,1998,6620,102,0,0,0,0,0,0,0,0,0",1
"101,18708,2015,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2003,6669,17109,1998,19337,2666,12423,1012,102,0,0,0,0,0",1
"101,2019,2525,14485,15982,102,0,0,0,0,0,0,0,0,0",0
"101,2003,6047,2000,8137,1996,6510,1997,2010,3185,1010,20120,28840,2645,102",1
"101,1037,29025,12680,2100,3054,29015,1010,2195,20228,7716,4667,2895,10071,102",0
"101,1005,1055,2074,2028,2008,2071,4089,3524,2005,2115,3477,2566,3193,102",0
"101,2008,1037,10103,2003,1037,4299,1037,2996,1005,1055,15882,3084,102,0",0
"101,18856,17322,2094,7982,1998,102,0,0,0,0,0,0,0,0",0
"101,2019,26137,2376,3459,1006,3272,2075,2293,19482,1007,1010,2019,5875,102",1
"101,2019,5025,2466,102,0,0,0,0,0,0,0,0,0,0",1
"101,2009,2003,2524,2000,2425,2040,2003,11777,2040,2030,2339,102,0,0",0
"101,3084,13362,22231,2361,2061,5622,2912,3468,102,0,0,0,0,0",1
"101,1996,11718,1997,1996,5427,2552,24384,102,0,0,0,0,0,0",1
"101,4078,25164,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2735,1999,6669,6472,1998,6919,2135,13026,3494,1010,2040,2024,23554,102",1
"101,1996,2028,1011,11536,4323,102,0,0,0,0,0,0,0,0",0
"101,2003,3053,4297,11631,7869,3372,1010,2019,8016,2000,2131,2000,1996,102",0
"101,1037,3576,9727,1997,2969,1011,3670,102,0,0,0,0,0,0",1
"101,1997,23307,2100,102,0,0,0,0,0,0,0,0,0,0",0
"101,20578,5896,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,2038,8590,1996,17871,1997,5365,11463,7716,14672,2046,2242,26422,1010,102",1
"101,4150,1037,17160,2817,1997,12477,1998,9135,2008,5147,28667,29313,2015,102",1
"101,2066,9533,2015,1010,2059,4150,3288,2009,2006,1010,2059,4150,4895,102",0
"101,1037,2128,7913,4215,2466,102,0,0,0,0,0,0,0,0",0
"101,3168,1011,1997,1011,17211,4945,102,0,0,0,0,0,0,0",0
"101,1038,2721,2595,24759,28100,3370,11867,21511,102,0,0,0,0,0",0
"101,21305,2083,1996,14679,1997,2049,3120,1010,2023,2003,2028,5967,1011,102",1
"101,2052,2486,2017,2000,2507,2009,1037,4971,5562,8663,2094,1997,2245,102",1
"101,6047,1998,6057,102,0,0,0,0,0,0,0,0,0,0",1
"101,3958,2829,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,21323,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,23325,8004,15217,4472,2023,3700,2007,15966,1998,2434,3012,1010,9104,102",1
"101,17624,2100,1998,102,0,0,0,0,0,0,0,0,0,0",1
"101,12246,5675,2594,2143,102,0,0,0,0,0,0,0,0,0",0
"101,2014,3711,13219,1998,8467,2738,2084,1010,2004,2001,2062,3497,1010,102",0
"101,3013,2037,6409,1011,1011,1998,14635,1011,1011,1998,2128,3775,9286,102",0
"101,3632,2006,2005,2205,2146,1998,22132,2015,2091,1999,1037,14175,20175,102",0
"101,2097,2069,13225,1996,2087,14868,6670,5243,3468,1997,2143,3995,2545,102",0
"101,2007,1037,2868,2008,2758,1010,1036,2065,1045,2994,3893,1010,2672,102",1
"101,10897,2000,1037,4251,3944,2006,13683,2084,1037,2305,2041,2012,2019,102",0
"101,2007,4382,1010,3800,1998,14868,18618,3494,2040,5587,2039,2000,2062,102",1
"101,2500,2079,1050,1005,1056,1010,102,0,0,0,0,0,0,0",1
"101,15716,1010,6570,1998,102,0,0,0,0,0,0,0,0,0",1
"101,2196,2320,21425,102,0,0,0,0,0,0,0,0,0,0",1
"101,6233,11770,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2205,1011,10097,2100,8829,102,0,0,0,0,0,0,0,0",0
"101,5730,1011,7510,2895,10071,1010,8478,16219,1010,1037,9882,3609,27396,102",1
"101,2011,2019,9414,9000,1998,13940,4616,102,0,0,0,0,0,0",1
"101,2261,10036,28215,102,0,0,0,0,0,0,0,0,0,0",0
"101,2145,11951,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1996,5675,2003,5220,2021,22249,1012,102,0,0,0,0,0,0",1
"101,21864,15952,2346,3185,2008,7887,13366,3111,17626,102,0,0,0,0",1
"101,11082,2017,8248,2039,2114,1996,8438,1997,1037,18224,1010,2302,2437,102",1
"101,2009,3849,5263,2008,2019,8680,2176,1011,3178,2796,3315,2055,1037,102",1
"101,2514,3929,14218,2011,2023,7132,4038,102,0,0,0,0,0,0",1
"101,23637,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,2273,1999,2304,2462,6162,2015,7209,16021,23773,18513,6651,102,0,0",0
"101,1005,1055,27150,2008,2619,19821,1996,2342,2005,1996,2919,2879,102,0",1
"101,2009,2097,2074,2004,3497,2191,2017,27874,1010,1998,2009,2097,2079,102",1
"101,1996,3185,2515,2681,2017,8348,2075,2012,2122,4364,1005,27061,3977,102",1
"101,2026,2568,2921,4192,2000,2028,2019,8586,23681,2005,7831,1024,1996,102",0
"101,25430,7828,2075,11463,7716,14672,102,0,0,0,0,0,0,0",1
"101,4832,2145,1999,2062,3971,2008,2028,1999,20940,14399,7347,1010,1037,102",0
"101,2191,1037,3154,2391,102,0,0,0,0,0,0,0,0,0",1
"101,14946,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,18114,1998,22557,1059,14341,19570,2389,102,0,0,0,0,0,0",1
"101,2021,2053,1011,14652,2529,9552,2027,2024,1998,2005,1996,2145,1011,102",1
"101,18378,2021,3811,3273,1998,102,0,0,0,0,0,0,0,0",1
"101,2009,1005,1055,1037,4126,3185,2081,2011,2619,2040,5525,4282,2498,102",0
"101,1996,2314,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,21360,20782,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2023,2058,21572,28901,3538,1997,2852,11012,102,0,0,0,0,0",0
"101,2045,2003,1037,3376,1010,14750,12039,2000,2009,2035,1012,102,0,0",1
"101,1037,2562,1011,1005,7861,1011,16986,5436,1998,2019,12242,3686,2202,102",1
"101,6819,10024,5897,1998,102,0,0,0,0,0,0,0,0,0",1
"101,10140,4176,1998,102,0,0,0,0,0,0,0,0,0,0",1
"101,4136,2023,2200,17075,6925,2007,2210,28554,2030,5005,102,0,0,0",1
"101,2183,2006,2503,2169,9117,2380,2017,3298,2627,1011,1011,2130,2065,102",1
"101,29276,1011,3923,102,0,0,0,0,0,0,0,0,0,0",0
"101,1005,1055,2087,13432,2055,4984,102,0,0,0,0,0,0,0",1
"101,5683,2066,2200,2422,9413,13153,6384,1010,7995,2006,18080,3012,2021,102",0
"101,9501,2024,9449,2000,4133,2379,1996,2067,1998,5490,20023,2102,2000,102",0
"101,4100,1011,19142,2000,3422,2728,7939,9711,5583,2041,1036,1036,2043,102",1
"101,2049,2471,2205,1011,12656,5780,4292,15886,2015,3621,2013,2019,18080,102",1
"101,1010,2035,1011,2058,1011,1996,1011,4949,3185,2052,2022,1037,2843,102",0
"101,1037,2261,7977,1011,2041,22092,1045,1005,2310,2042,2667,2000,5293,102",0
"101,21093,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,2007,1996,25292,19357,2140,8742,1997,15752,1010,9879,10279,1997,5904,102",1
"101,2200,10904,2021,2104,21823,28931,102,0,0,0,0,0,0,0",0
"101,9313,8083,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2573,2062,2411,2084,2009,2515,1050,1005,1056,102,0,0,0,0",1
"101,8066,7699,9240,1010,3811,12853,1998,2658,6789,102,0,0,0,0",1
"101,2007,6583,2854,1037,1043,17960,5017,1997,2969,1011,3716,1010,1006,102",0
"101,1037,20857,1010,27885,3630,25171,6070,1011,3371,18558,5017,13247,2005,102",0
"101,2009,1005,1055,2074,1037,3185,2008,6433,2000,2031,9901,9212,1999,102",0
"101,2204,1010,2524,1011,13011,4933,1010,6355,1998,1037,2978,18077,8082,102",1
"101,12487,1011,20521,102,0,0,0,0,0,0,0,0,0,0",0
"101,4532,1005,1055,12276,2000,4531,2014,3129,3849,2062,27756,2084,6298,102",0
"101,1996,6925,2038,2357,2013,4086,2000,8618,26760,15558,1010,1998,2043,102",1
"101,3391,5515,4509,2792,102,0,0,0,0,0,0,0,0,0",0
"101,3478,13198,1010,102,0,0,0,0,0,0,0,0,0,0",0
"101,14047,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,1005,1055,7823,2000,3422,102,0,0,0,0,0,0,0,0",0
"101,19817,18655,3111,102,0,0,0,0,0,0,0,0,0,0",0
"101,1037,6047,1998,6057,1010,12167,2823,23105,1010,14046,5649,6925,1997,102",1
"101,2004,2007,2035,12479,3152,1010,2009,2038,2070,3471,102,0,0,0",0
"101,1037,25198,8983,6198,102,0,0,0,0,0,0,0,0,0",0
"101,2066,2216,1040,1012,1059,1012,14135,2081,1999,1996,2220,2420,1997,102",1
"101,10036,1010,11320,14808,13288,3535,102,0,0,0,0,0,0,0",0
"101,13366,14626,6472,102,0,0,0,0,0,0,0,0,0,0",1
"101,6621,3946,1005,1055,2552,2003,2061,15077,2008,2823,2009,1005,1055,102",1
"101,2025,2130,3948,4859,2480,1005,1055,21810,2005,6704,1010,11080,2100,102",0
"101,3382,2000,12342,102,0,0,0,0,0,0,0,0,0,0",1
"101,2000,2022,8307,1010,1998,102,0,0,0,0,0,0,0,0",1
"101,2003,14021,15603,2094,2438,2000,20544,2611,4509,7697,23245,2015,2515,102",0
"101,2052,1005,2310,2128,23941,2094,1997,1037,2042,1011,2045,1010,2589,102",0
"101,4424,3276,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1997,1996,2120,10437,7828,2143,6329,1010,2205,2146,4359,2000,3622,102",0
"101,2005,1996,2143,1005,1055,3045,4309,102,0,0,0,0,0,0",1
"101,1996,3185,1005,1055,2350,1998,2087,14886,28450,2003,2049,17975,2006,102",0
"101,1996,22249,16382,2567,102,0,0,0,0,0,0,0,0,0",1
"101,2003,2371,1025,2025,1996,21232,1997,1005,1037,10103,2006,17709,2395,102",0
"101,2743,2102,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,2003,2025,2028,1997,1996,5691,2017,1005,1040,2215,2000,3422,2065,102",0
"101,2038,2035,1996,22941,10685,1998,2236,2155,8488,2000,2029,3087,2064,102",1
"101,2043,2017,2424,4426,7117,2075,2005,1996,9219,1999,1037,5469,3185,102",0
"101,16389,102,0,0,0,0,0,0,0,0,0,0,0,0",0
"101,5409,3152,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,9868,2011,5515,4509,3015,1998,3772,1010,2096,1996,2353,5683,3132,102",0
"101,1010,2027,6187,1050,1005,1056,2175,3308,1012,102,0,0,0,0",1
"101,1996,2143,2038,1996,28953,3754,2000,2157,2993,10785,2043,2017,2228,102",1
"101,1996,2502,1011,28273,3257,1997,15333,2480,12136,5172,1010,2040,9020,102",0
"101,1005,1996,2377,2062,2038,6576,2701,2009,2091,1012,102,0,0,0",0
"101,1010,2512,5054,19570,2389,1998,5675,2594,102,0,0,0,0,0",0
"101,7916,6841,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1010,2057,2342,29003,9567,102,0,0,0,0,0,0,0,0",0
"101,14036,2135,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,6945,6313,2009,3084,1996,10021,8645,5443,1012,8645,2143,1996,7680,102",0
"101,1996,11655,7962,1010,2021,2025,1996,14332,102,0,0,0,0,0",0
"101,2023,2453,2031,2042,2019,18823,10874,102,0,0,0,0,0,0",0
"101,5024,2135,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,1037,16248,2100,3428,1011,2806,1010,2091,1011,1998,1011,6530,4756,102",1
"101,3248,2041,1012,1012,1012,2066,1037,2152,1011,2203,2198,8099,4038,102",1
"101,1005,1055,7641,1005,26749,1010,3494,1998,2010,8595,2100,7982,1010,102",1
"101,1005,1055,1037,17113,1011,8102,2647,15373,1012,102,0,0,0,0",0
"101,1999,15338,3512,1010,10862,9414,1998,5305,7406,2135,9576,102,0,0",1
"101,9530,7228,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,2009,1005,1055,17704,12873,1012,102,0,0,0,0,0,0,0",0
"101,2678,1010,1998,102,0,0,0,0,0,0,0,0,0,0",1
"101,3376,1010,4854,1998,6517,1010,2007,1037,8025,5305,4623,1010,2004,102",1
"101,5310,1011,5379,102,0,0,0,0,0,0,0,0,0,0",1
"101,1996,4616,12005,26243,2062,1997,1037,3168,1997,2139,3900,24728,2084,102",0
"101,1037,2200,8200,12411,28255,1010,102,0,0,0,0,0,0,0",1
"101,1037,3185,2004,7976,1998,3969,3238,102,0,0,0,0,0,0",0
"101,23528,3790,1005,1055,2806,1997,8083,2003,6684,8083,2012,2035,1010,102",0
"101,2149,2000,18094,2296,5436,9530,18886,21789,2008,1996,18856,17322,1011,102",0
"101,2049,16372,7098,102,0,0,0,0,0,0,0,0,0,0",1
"101,2011,19960,3695,26775,3012,102,0,0,0,0,0,0,0,0",0
"101,2562,2009,14036,102,0,0,0,0,0,0,0,0,0,0",1
"101,2003,1007,1996,4038,5662,1997,24111,16543,1010,1998,1045,1005,1049,102",0
"101,1005,1055,19499,23069,1010,14477,22083,9072,2135,7325,2923,1012,1012,102",0
"101,2589,1998,6669,102,0,0,0,0,0,0,0,0,0,0",1
"101,1996,2895,2182,2003,12890,24763,1010,1996,3494,2024,2205,21934,24759,102",0
"101,2027,2079,1999,2023,28851,2143,102,0,0,0,0,0,0,0",1
"101,2003,3432,2025,2438,1997,3037,2006,18182,2000,15770,2049,10920,1011,102",0
"101,5683,2062,2066,2019,3668,1010,2330,1011,3092,5961,2084,1037,6964,102",1
"101,1996,2143,2128,14949,15689,2195,2214,6991,1998,2003,13880,2007,23100,102",0
"101,9040,1011,3477,5963,102,0,0,0,0,0,0,0,0,0",0
"101,1997,1996,4770,2007,2019,12580,4297,25377,12870,3372,7091,102,0,0",0
"101,1037,5410,5896,2008,6187,1050,1005,1056,2490,1996,8680,3949,102,0",0
"101,2003,2062,1997,2019,23304,2084,2019,9778,1012,102,0,0,0,0",0
"101,1010,4028,4978,1998,3227,15770,2015,1037,3020,9814,2007,25200,1005,102",1
"101,20613,19181,1005,1055,13664,2006,1996,26581,2003,1037,12498,2521,3401,102",1
"101,2066,1037,15967,4062,102,0,0,0,0,0,0,0,0,0",0
"101,1012,1012,1012,4895,4783,5400,6321,20342,1012,102,0,0,0,0",0
"101,2085,2009,2003,1037,6100,1997,1037,6100,1997,1037,6100,102,0,0",0
"101,1996,13607,3923,17076,3367,2003,13819,1997,3235,8040,5668,6810,1005,102",1
"101,2024,2074,2205,2116,3494,3038,2205,2116,12266,2477,1998,2893,2046,102",0
"101,7545,2019,27149,12586,1997,8251,1998,8562,1998,1037,8335,23581,8438,102",1
"101,2625,3168,2084,1996,7987,12722,18826,2229,4226,2137,2895,17312,2015,102",0
"101,1997,3246,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2003,2019,8052,6344,1999,8741,1997,1037,2314,1997,12039,2008,10364,102",1
"101,2023,23277,29574,2135,4895,11263,10695,2100,10587,4783,4038,2003,27118,102",0
"101,1037,23277,29574,3185,2008,13416,1996,2117,2088,2162,2000,2028,2158,102",0
"101,1037,15547,3385,1040,1005,3802,2890,2008,1005,1055,2004,4840,1011,102",1
"101,2003,1010,2011,2993,1010,4078,25164,1997,6594,102,0,0,0,0",1
"101,3957,1037,21688,2836,2440,1997,2784,3110,1012,102,0,0,0,0",1
"101,10455,1996,3697,3395,1997,9940,1998,3279,2007,2107,2166,1011,23581,102",1
"101,2019,7801,4955,102,0,0,0,0,0,0,0,0,0,0",1
"101,1010,2021,2521,2062,25591,102,0,0,0,0,0,0,0,0",1
"101,2023,5030,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,11813,16718,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2003,2062,2084,1037,3185,1012,102,0,0,0,0,0,0,0",1
"101,2205,2116,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,9200,1011,9457,2989,102,0,0,0,0,0,0,0,0,0",0
"101,1037,2986,3105,1997,2039,16616,2317,1005,1055,4318,15966,2000,1037,102",1
"101,3262,23563,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,1996,2502,3898,2695,11522,2008,2003,1037,2969,1011,1043,10626,7810,102",0
"101,1996,2472,1005,1055,2116,11898,2015,1998,4332,102,0,0,0,0",0
"101,1996,14405,8093,7361,28503,4111,3494,2024,17950,3651,2083,12266,5789,102",1
"101,3904,1997,2029,2412,4025,2000,2718,102,0,0,0,0,0,0",0
"101,2096,16215,3126,2386,1998,4572,2507,2054,2064,4089,2022,2641,2476,102",1
"101,2024,2061,4895,4168,22122,3468,1010,2750,2195,4740,2012,12401,7982,102",0
"101,2192,6588,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2009,1005,1055,4569,1010,15536,13102,2100,1010,7968,1998,10889,1999,102",1
"101,4241,3775,7699,4815,2006,8072,18886,3070,2015,102,0,0,0,0",1
"101,1006,1047,4179,1005,1055,1007,12580,13359,1011,1011,1998,6171,16004,102",1
"101,2019,7436,1011,11007,2836,102,0,0,0,0,0,0,0,0",1
"101,1996,20857,2774,102,0,0,0,0,0,0,0,0,0,0",0
"101,21645,2004,1037,3928,2298,2012,1037,4945,1997,2256,3425,2291,1012,102",1
"101,2785,1997,2569,102,0,0,0,0,0,0,0,0,0,0",1
"101,2008,1005,1055,14477,27843,3593,2000,5466,13690,2043,4072,102,0,0",1
"101,5481,2000,1996,4258,102,0,0,0,0,0,0,0,0,0",1
"101,2203,2035,29515,102,0,0,0,0,0,0,0,0,0,0",1
"101,1037,5470,102,0,0,0,0,0,0,0,0,0,0,0",1
"101,2022,2568,3238,2302,2108,1996,4672,1997,2035,2477,16021,11514,3593,102",0
"101,2035,2049,4326,21864,19987,102,0,0,0,0,0,0,0,0",1
"101,2031,3478,102,0,0,0,0,0,0,0,0,0,0,0",0
"101,27029,2135,2438,2000,19817,23709,3401,2049,15241,6625,22977,2015,102,0",1
"101,2472,6108,5735,21094,2091,2010,6178,7277,6313,8867,1011,6925,2007,102",0
"101,2018,1996,21970,2000,2191,1996,2087,18006,1998,2396,3993,3185,1999,102",1
"101,1005,1055,8990,5263,2000,2066,2151,1997,2122,4078,24330,3085,3494,102",0
"101,2003,1010,1999,1037,2773,1010,8235,102,0,0,0,0,0,0",1
"101,1005,1055,2025,1037,12125,1997,2047,7780,1999,2009,1010,2074,2062,102",0
"101,2092,102,0,0,0,0,0,0,0,0,0,0,0,0",1
"101,2087,4365,2075,102,0,0,0,0,0,0,0,0,0,0",0
"101,2486,2370,2006,2111,1998,2046,8146,2008,2052,2191,8276,2273,2448,102",1
"101,2008,1996,3430,2003,2061,2117,1011,3446,102,0,0,0,0,0",0
